9.380218156218179	9.584302194832024	9.594641777097369	0	0
9.59570280580353	9.799198222120408	9.811576052263625	1	1
9.812637080969788	9.991308951277327	9.99515161843195	2	2
9.996212647138114	10.172464936186023	10.180184353039282	3	3
10.181245381745445	10.352123244714063	10.362292972989584	4	4
10.363354001695745	10.532253400921066	10.545862672490498	5	5
10.54692370119666	10.717702668914624	10.729443546596006	6	6
10.730504575302168	10.893736773807843	10.896347999536253	7	7
10.897409028242416	11.05865438205135	11.063218928662721	8	8
11.064279957368884	11.224700904723925	11.230072257786953	9	9
11.231133286493115	11.422959342598011	11.430368943538912	10	10
11.431429972245075	11.625376688936722	11.630620651507384	11	11
11.631681680213546	11.811452852247982	11.814191468468758	12	12
11.815252497174919	12.002790298767021	12.014446249453492	13	13
12.015507278159653	12.188827071597087	12.198020139431128	14	14
12.19908116813729	12.375452466724122	12.381588162741354	15	15
12.382649191447516	12.53830556676896	12.548475295044481	16	16
12.549536323750644	12.72898091796583	12.732016778668797	17	17
12.73307780737496	12.922304929816498	12.93226234060474	18	18
12.933323369310903	13.119444510405652	13.132544220005615	19	19
13.133605248711778	13.317254008540191	13.332816600992583	20	20
13.333877629698746	13.52495666348656	13.533045680386753	21	21
13.534106709092915	13.68999579555502	13.699953206343263	22	22
13.701014235049426	13.854404679924404	13.866824973565075	23	23
13.867886002271238	14.00884442017072	14.017018364065823	24	24
14.018079392771986	14.158777163019321	14.16720588789916	25	25
14.168266916605322	14.357900794654068	14.36747603396521	26	26
14.368537062671372	14.561290052227308	14.567722992726729	27	27
14.568784021432892	14.768981253203968	14.784671236148728	28	28
14.78573226485489	14.990418335291217	15.001607187505673	29	29
15.002668216211836	15.207756572413532	15.218563253150888	30	30
15.219624281857051	15.431810746896602	15.43552602355886	31	31
15.436587052265022	15.649405441194341	15.653899867161888	32	32
15.654960895868049	15.865725951203295	15.869398764368096	33	33
15.870459793074259	16.082727832727343	16.08635818239469	34	34
16.08741921110085	16.302816140040143	16.30330419089577	35	35
16.304365219601934	16.512949830215852	16.520232040664386	36	36
16.521293069370547	16.727990289268607	16.737183357102648	37	37
16.73824438580881	16.94007702096216	16.95411092750615	38	38
16.95517195621231	17.153104654362494	17.15439951166978	39	39
17.15546054037594	17.34716507265588	17.354659600591695	40	40
17.355720629297856	17.50704377232302	17.523003342603598	41	41
