0	0.06561308769689944	0.015658135321666933	399
1	0.05656165797608281	0.015699481358668166	330
2	0.054449937073007604	0.015338820995401292	301
3	0.058155156591130464	0.01570423056561765	345
4	0.05547129593286293	0.014904687606929201	312
5	0.05916645830685141	0.015051913022469776	360
6	0.05114700332025457	0.015963760757303547	277
7	0.0645693796278568	0.016389233827203142	397
8	0.07006728508790872	0.01692980532441979	429
9	0.0679351705314506	0.017168103767380316	418
10	0.06330664930878172	0.01692421802212074	379
11	0.057502559682864884	0.01652779892416234	332
12	0.04708252026444626	0.015819608358048853	243
13	0.055899003923682855	0.016043938545264425	321
14	0.059044934481896405	0.01601041473147724	337
15	0.06336308106197919	0.01667390687923387	385
16	0.06656544337339021	0.016471646536087903	399
17	0.05512460382534634	0.015664281354194287	319
18	0.051971130409032895	0.014964471741521379	296
19	0.0588960328756869	0.015230147965732854	355
20	0.05176663514497015	0.014434236753553265	298
21	0.056195130945413396	0.01436076372834627	338
22	0.04734819648865951	0.013866846205324634	259
23	0.05936424880815849	0.015066719373553639	362
24	0.06252666190814793	0.015618744840484311	386
25	0.06189194436723078	0.015601424203360637	378
26	0.058063524833462665	0.015516497208434288	345
27	0.05251980349457952	0.015056382864299778	297
28	0.0443380373762583	0.014512738350818566	227
29	0.05226278758892455	0.015060014610785544	298
30	0.056482038918353794	0.014841830456107985	321
31	0.062036655496719106	0.01602829409883455	377
